
-0.8662,3.1035,0.6790
-1.4189,3.5725,0.5904
-1.4572,2.9575,0.9661
-0.0837,0.3206,0.8489
2.2947,1.9621,0.4277
0.7298,0.6652,0.8895
1.2060,0.9643,0.5426
0.1412,1.7372,0.8034
0.8901,1.6702,1.0881
0.2728,1.9190,1.0235
-0.6796,0.8040,1.1408
-1.4118,-2.7374,0.3727
0.8518,-2.1464,0.9111
-0.6867,-0.2656,0.9781
-0.8734,-1.0241,1.3370
-1.8257,-1.8209,0.6742
-0.4714,-1.4189,0.8895
-0.5910,-1.9071,0.7101
-0.9404,-0.7155,0.7388
0.0670,-0.6269,0.7651
0.2034,-1.2467,1.5308
-0.9021,-0.1699,1.4686
1.0337,0.6987,0.7460
-0.0646,1.3089,0.4564
-0.4929,1.4357,1.2054
0.1268,1.2921,2.2415
0.9045,2.4933,2.4832
0.4379,1.5840,4.4836
-0.2297,1.4692,9.5539
-0.0837,1.7539,10.5996
0.1292,4.2329,10.5996
0.6413,4.5559,6.9075
0.0814,4.0582,0.9135
0.1555,2.7350,-8.1673
-0.4786,-0.1196,-14.6279
0.9930,0.4211,-28.6020
2.1488,1.0385,-28.6020
4.9340,3.6610,-8.5789
3.4959,6.6927,9.7597
1.3902,6.9392,10.5996
-4.6301,3.8333,10.5996
-0.2465,7.9585,10.5996
5.3623,4.9699,5.4957
3.2997,4.4243,-4.0756
0.9404,3.2758,-10.0337
1.8951,0.5910,-28.5900
1.8114,1.0887,-28.6020
0.8877,5.4341,-28.6020
1.3041,7.8700,-6.1358
1.3950,8.2959,10.5996
0.4259,5.2738,10.5996
-3.6179,4.2808,10.5996
2.6632,3.9721,10.5996
6.0826,4.7593,9.1065
3.8237,6.8028,-8.8516
-4.2066,7.0923,-28.6020
0.7274,8.0471,-28.6020
11.2582,9.7388,-28.6020
14.2540,8.6907,10.5996
7.5015,5.6686,10.5996
-3.4911,4.5488,10.5996
-3.8453,7.1115,10.5996
2.2253,8.9300,10.5996
3.7424,10.0475,-16.4608
2.7781,8.8989,-28.6020
4.9555,9.2674,-28.6020
6.9105,11.4808,-28.6020
2.7470,13.6271,10.5996
-0.9954,8.9300,10.5996
-11.5047,6.5707,10.5996
-2.9958,6.7884,10.5996
10.6146,6.4391,3.7059
11.1841,9.5378,-13.3837
0.8997,9.3200,-28.6020
2.6177,8.9252,-28.6020
8.5256,10.4949,-28.6020
12.0479,10.2796,10.5996
4.6756,6.5850,10.5996
-7.6355,6.2620,10.5996
-8.8463,6.3003,10.5996
3.3882,6.0802,10.5996
6.9392,8.8008,-10.1294
4.3980,8.6333,-28.3555
4.5057,7.6905,-28.6020
7.4536,10.0690,-28.6020
9.1167,14.2732,-5.5663
8.2241,12.1819,10.5996
-3.3380,7.7025,10.5996
-11.3707,7.5182,10.5996
3.7735,8.3414,10.5996
8.3677,8.8606,-5.6764
2.2277,9.7843,-28.6020
-0.6030,8.3366,-28.6020
1.9860,8.4778,-28.6020
6.7956,8.4538,-18.2411
6.1137,6.5827,10.5996
3.2064,5.4676,10.5996
-0.0861,0.1842,10.5996
1.6439,-1.5697,10.5996
4.0415,-1.0098,10.5996
6.2812,-0.8710,10.5996
6.5779,0.8040,10.4536
4.7450,1.9406,-2.1182
4.0630,2.3306,-2.8696
-0.5623,2.9862,-9.6915
-3.0724,2.9025,-17.4491
-5.7117,2.5196,-26.2786
-7.4201,3.1131,-28.6020
-6.8818,5.1111,-28.6020
-0.5192,5.8863,-18.6383
6.6927,6.3218,-4.9753
13.1892,4.8694,7.4172
13.3854,0.4666,10.5996
11.0572,-2.9671,10.5996
2.4957,-0.5934,10.5996
2.9336,1.5099,10.5996
9.1143,7.5015,10.5996
5.5729,13.2850,-6.7340
-7.9490,15.1657,-28.6020
-11.5525,19.5996,-28.6020
6.4917,19.5996,-28.6020
19.5996,19.4273,10.5996
19.5996,12.4307,10.5996
-9.0855,8.3055,10.5996
-2.2349,15.4505,10.5996
13.1486,14.0698,-5.1380
5.8744,15.0221,-28.3244
-0.9500,17.4748,-28.6020
-5.2427,19.5996,-28.6020
17.4269,19.2000,-9.0766
19.5996,9.7220,10.5996
5.1685,9.1525,10.5996
-4.1228,11.4951,10.5996
11.0046,14.2038,10.5470
10.5236,18.6975,-21.5527
-4.8455,18.7406,-28.6020
1.1533,19.5996,-28.6020
11.0333,19.5996,-28.6020
19.5996,16.7474,10.5996
19.5996,10.9926,10.5996
-10.3585,8.6907,10.5996
5.5011,10.8132,10.5996
15.8142,15.7974,2.5717
6.9416,16.5248,-28.6020
-0.6915,19.3843,-28.6020
